text,label
"EBay buying Dutch Web site EBay Inc., the world #39;s largest online marketplace, said Thursday it was buying Marktplaats.nl, a Dutch classified advertising Web site, for about \$290 million in cash.",2
"Revved-Up Reality TV Is Aiming To Boost Ratings And Racing BRANDON - When NASCAR announced it would experiment with a new points formula to decide the championship this year, it sounded promising, maybe even bold.",1
Newest Ad-Aware Exposes Some Users Earliest adopters of updated program should download again to ensure full security.,3
"All-Russian Women's Final at U.S. Open Is Set Elena Dementieva somehow outlasted Jennifer Capriati 6-0, 2-6, 7-6 (5) to set up all-Russian women's final at the U.S. Open.",1
Viruses exploit Microsoft patch cycle Are MyDoom offshoots an attempt to throw Microsoft off-balance?,3
"Most Stolen Cars Are you driving one of the most popular cars among thieves? According to the Highway Loss Data Institute, the Cadillac Escalade luxury pick-up rates at the top of the list.",2
"Mortars hit British army camp in restive Iraq province, no &lt;b&gt;...&lt;/b&gt; Two mortars hit a military base in a restive region south of Baghdad on Sunday where a battle group of British soldiers have recently arrived, causing no casualties, a spokesman said.",0
"More held over Australia drug haul Two men have been arrested in Belgium in connection with Australia #39;s biggest seizure of the drug ecstasy. Australia #39;s police commissioner said a major European syndicate was behind the shipment, and more arrests were likely.",0
"U.S.-Led Forces Widen Control in Rebel Iraqi City  SAMARRA, Iraq (Reuters) - U.S. and Iraqi forces tightened  their grip on the rebel stronghold of Samarra on Saturday with  one of the largest offensives since the fall of Saddam Hussein.",0
"Deadly Afghan Blast Follows Hostage Drama (AP) AP - A bomb ripped through a U.S. patrol in southern Afghanistan on Wednesday, killing two American soldiers and wounding another, a reminder of the country's insecurity after a newly resolved hostage drama.",0
"TXU Quadruples Dividend, Lifts Forecasts; Shares Soar (Update4) TXU Corp., the largest power company in Texas, more than quadrupled its dividend, restoring it to 94 percent of what it was about two years ago.",2
"Stocks Near Flat as Oil Tops \$52  NEW YORK (Reuters) - U.S. stocks barely moved above the  unchanged mark on Wednesday as crude oil prices touched a  record over \$52 per barrel, boosting oil stocks.",2
"Rioting in Pakistani Town as Blast Victims Buried  SIALKOT, Pakistan (Reuters) - Angry Shi'ite Muslims set  vehicles and the mayor's office on fire in Pakistan's eastern  city of Sialkot Saturday after a funeral procession to bury  victims of a suicide bomb attack that killed 30 people.",0
"It's October and It's Time for Playoffs! (AP) AP - Curt Schilling and Pedro Martinez are revved up. Roger Clemens and Roy Oswalt are rarin' to go. Baseball fans are ready, too. The shadows are getting longer, the leaves are starting to turn and pumpkins are showing up. And that means just one thing: It's October, and it's playoff time!",1
"Woods's 17 pace Raptors victory Loren Woods had 17 points and a career-high 14 rebounds, and Vince Carter scored 7 of 12 points in the final three minutes to help the Raptors improve to 2-0 with a 101-89 victory over the Detroit Pistons last night in Toronto. Chris Bosh led a balanced Toronto attack with 18 points. Six Raptors players reached double figures. Richard Hamilton ...",1
Cayman Islanders flee to rooftops Cayman Islanders clambered onto rooftops and kitchen tables Sunday to escape surging the floodwaters of Hurricane Ivan. A monster storm packing 150 mph (240 kph) winds ,0
"Qualcomm drops licensing suit against TI LOS ANGELES (Reuters)  Qualcomm has dropped an \$18 million claim for monetary damages from rival Texas Instruments for publicly discussing terms of a licensing pact, a TI spokeswoman confirmed Tuesday. ",3
Gains by Extremist Parties Troubling Germany woke up to fears that the political tremors sparked by state elections in Saxony and Brandenburg on Sunday could lead to deeper division within their country and scare off investors.,0
"Retooled Varsity Group Set to Return to Nasdaq Shares of Varsity Group Inc., the online bookseller that rose to prominence during the e-commerce boom only to stumble badly, will return to trading on the Nasdaq National Market this morning.",3
Program Turns Restaurant Food to Compost (AP) AP - Haute cuisine is going green in a program that recycles restaurant and household food scraps into high-grade compost for Northern California farms and vineyards.,3
NFL Wrap: Barber Runs Over Packers as Giants Win  NEW YORK (Reuters) - Tiki Barber rushed for 182 yards and  ran 52 yards for a touchdown as the New York Giants used a  stifling defense to upset the Green Bay Packers 14-7 in Green  Bay on Sunday.,1
"Foreigners Continue to Flee Ivory Coast Frightened Westerners - many of them longtime residents of this former African economic success story - piled into buses, boats and planes Saturday as a French-run evacuation built, despite government promises to protect the expatriates from a surge of ",0
Multiple processor chips in Intel plan Intel Corp. President Paul Otellini demonstrated new chips due out next year that simultaneously run tasks such as burning CDs and playing video games as he sought to allay concerns about product delays.,3
"Bombings, Gun Attacks in India Kill 44 GAUHATI, India - In a shattering series of attacks, suspected separatists hit nine targets - a railroad station and eight markets - with bombs and gunfire across two states in northeastern India on Saturday, killing more than 40 people.    The violence was some of the deadliest to hit this ethnic patchwork region, where more than three dozen insurgent groups have been active - including one of Asia's longest running separatist conflicts, dating to shortly before India gained independence from Britain in 1947...",0
"Xbox Owner Sues Over Defective Disk Drives A video game fan upset over a failed disk drive in his Xbox video game console has sued Microsoft Corp. MSFT.O on behalf of all Xbox owners across the United States.. The suit, filed ",3
"Faster AMD Athlon 64 #39;s On The Way Chips such as the Athlon 64 FX and Intel #39;s Pentium 4 Extreme Edition populate the very top of the desktop market, appearing mainly in game machines fitted with the latest graphics cards and high-performance storage systems to render games with the ",3
"EU clears Banco Santander #39;s takeover bid for Abbey National The European Commission, executive arm of the European Union, on Wednesday cleared acquisition of Britain #39;s sixth largest bank Abbey National by Spain #39;s largest bank Banco Santander Central Hispano.",2
"The \$28K Sandwich That Grew No Mold With a winning bid of \$28,000, the online casino GoldenPalace.com won the auction for one of eBay #39;s most coveted oddities: a 10-year-old grilled cheese sandwich, one side of which bears the Virgin Mary #39;s image.",3
"World #39;s largest steelmaker formed ROTTERDAM - Dutch-Indian steel group Ispat International announced on Monday that it had agreed to merge with Dutch LNM Holdings and US International Steel Group to form the world #39;s largest steelmaker, which would be known as Mittal Steel.",2
"India poised for high, sustained growth: FM Riding on a  quot;crest quot; of high economic growth, India is poised to clock 7-8 per cent GDP growth on a sustained basis in the next 10 years driven mainly by galloping trade, Finance Minister P Chidambaram said today.",2
"Maoist rebels bomb government buildings Police in Nepal say more than 1,000 Maoist rebels have stormed a district headquarters in the country #39;s northwest, bombing government buildings and killing at least one soldier.",0
Intel Shares Fall 8 on Weak Sales Forecast The computer chip giant's management on Thursady lowered the company's financial projections after concluding businesses and consumers aren't in a spending mood.,2
"MCI reports \$3.4B loss, but says it #39;s back on track NOVEMBER 04, 2004 (IDG NEWS SERVICE) - MCI Inc. reported a \$3.4 billion third-quarter loss today, due mainly to a write-off of the value of its assets, as the company #39;s efforts to recover from bankruptcy were ",2
US  #39;sabotaged #39; efforts to save British hostage The brother of a British hostage being held in Iraq accused the United States on Thursday of sabotaging efforts to spare the man #39;s life.,0
"NASA Chief Is Resigning After 3 Years, Officials Say Sean O #39;Keefe, the NASA administrator who guided the agency through sweeping changes after the Columbia shuttle accident, will resign and pursue a job as chancellor ",3
FCC to Allow WiFi on Jetliners Federal regulators voted Wednesday to begin allowing airline passengers high-speed wireless Internet access on their laptop computers.,3
"Delta Pilots Tell Negotiators to Get Pact  NEW YORK (Reuters) - Delta Air Lines Inc.'s pilots union on  Tuesday ordered its negotiators to strike a deal with the  carrier to address the possible retirement of a large number of  pilots, which could lead to grounded flights and push Delta  toward bankruptcy.",2
Flashlight Takes Batteries of Any Size (AP) AP - Anyone who has cursed when their flashlight goes dead may have something new to beam about  #151; a flashlight that accepts batteries of different sizes.,3
"Black moves to privatise Hollinger Black was charged with fraud yesterday by the US Securities and Exchange Commission (SEC), accusing him of using the company as, what they termed, his personal piggy bank.",2
Open-Source Community Skeptical About Microsoft's Sender ID License (Ziff Davis) Ziff Davis - Sender ID's license is making it impossible for open-source programmers to use it in their e-mail applications.,3
Home users get key Windows update From today home users will be able to get hold of Microsoft #39;s long-awaited update for Windows XP. The version of the SP2 security update for the Home Edition of XP has become available via its auto-update service. ,3
"UPDATE 1-US Air creditors back plan to dump labor contracts Major creditors holding billions in claims on Tuesday supported plans by US Airways (UAIRQ.OB: Quote, Profile, Research) to void labor contracts covering thousands ",2
"Google IPO faces Playboy slip-up The bidding gets underway for Google's public offering, despite last-minute worries over an interview with its bosses in Playboy magazine.",2
"Cattle Industry Awaits Mad Cow Results (Reuters) Reuters - The U.S. cattle industry anxiously\awaited government test results, expected as early as Monday,\that will determine if the United States has a second case of\the deadly mad cow disease, industry officials said.",2
Smallest  #39;Earth-like #39; planet seen European scientists have discovered what they describe as the smallest Earth-like planet orbiting a star outside our Solar System.,3
"HP Board Pondered Breaking Up the Company The board of Hewlett-Packard Co. (HPQ.N: Quote, Profile, Research) discussed breaking up the No. 2 computer maker three times in the past, yet each time decided ",2
Manchester United Football Club ready for title tilt Wayne Rooney believes Manchester United Football Club are preparing themselves for a tilt at the Premiership title. The Reds are somewhat off the pace at the moment with eleven points separating them and the ,1
"African Union Urges Sudan, Rebels Overcome Impasse  ADDIS ABABA, Ethiopia (Reuters) - The African Union urged  Sudan's government and Darfur rebels to remain engaged in peace  talks Monday, after negotiations foundered over what the U.N.  has called the world's worst humanitarian crisis.",0
"Moody #39;s may cut HCA #39;s rating deeper into junk Moody #39;s Investors Service on Wednesday said it may cut its bond ratings on HCA Inc. (HCA.N: Quote, Profile, Research) deeper into junk, citing the hospital operator #39;s plan to buy back about \$2.",2
"Tourist Hostages Freed from Inca Temple in Peru &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Robin Emmott&lt;/p&gt;&lt;p&gt; LIMA, Peru (Reuters) - Peruvian special forces on Tuesdayfreed 20 foreign tourists who were briefly taken hostage byprotesting coca growers in an Inca temple in the southern cityof Cuzco, police said.&lt;/p&gt;",0
"Prince to defend himself in speech Prince Charles is expected to publicly deny that he believes Britain #39;s  quot;learning culture quot; gives people false hope of success, the BBC reported Sunday.",0
"Marsh  amp; McClennan CEO quits The head of Marsh  amp; McLennan Companies Inc., the nation #39;s largest insurance broker, resigned Monday, clearing the way for the settlement of bid-rigging charges brought by New York #39;s attorney general.",2
Security Council Condemns Acts of Violence Against Civilians The Security Council unanimously passed a Russian-initiated antiterror resolution today that declares all intentional acts of violence against civilians unjustifiable ,0
Strong Field Ready for World Championship (AP) AP - Annika Sorenstam realizes winning her fourth Samsung World Championship won't be easy since the other 19 players are also among the elite of women's golf.,1
"Belichick still confident in Weis, offense FOXBORO, Mass.  Bill Belichick took a few minutes Monday to convey his congratulations to his offensive coordinator on becoming Notre Dame #39;s head coach.",1
"Greenspan Warns of Trade Deficit Risk Swollen trade deficits eventually could threaten the economy by souring foreign appetites to invest in the United States, Federal Reserve Chairman Alan Greenspan warned Friday.",2
"Microsoft Windows Media Player 10 Windows Media Player (WMP) no longer feels like a freebie utility thrown in with the OS (think Notepad), but is an application you #39;ll actually want to use.",3
"U.S. Core Inflation Hotter Than Expected  WASHINGTON (Reuters) - U.S. consumer prices rose a mild 0.2  percent last month, but a sharp jump in lodging costs pushed  core inflation unexpectedly ahead at its quickest pace in five  months, a government report showed on Tuesday.",2
"We won #39;t Give into Kidnappers #39; Demands, Vows Iraq Iraq today ruled out concessions to kidnappers threatening to murder British hostage Kenneth Bigley and two American colleagues within 24 hours.",0
"ICANN moves closer to approving .post, .travel domains Internet users may soon see two new domain name suffixes in their browser window: "".post"" to identify the postal community and "".travel"" for travel industry associations and organizations.",3
"GMU Plans Terrorism Defense Lab in Va. The \$40 million high-security laboratory will test and develop new vaccines and treatments to defend the public against bioterrorism, officials announced Tuesday.\&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt; -The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
"William surfs to his fathers rescue ONCE again Prince William has come riding to the rescue of the royals, this time on the crest of a wave. At the end of a week that saw his father accused of not wanting people to rise above their station ",0
"Killer shark  #39;will be destroyed #39; A great white shark which killed a teenage surfer should be hunted down and destroyed, officials say. But the dead boy #39;s father has said he doesn #39;t want the creature to be killed.",0
"Sony Moves Forward with Blu-Ray DVD Standard Sony rivals Toshiba, Sanyo and NEC are working on HD-DVD rather than Blu-ray. Both are designed to have much more storage capacity than the current generation of discs.",3
Nortel delays filing financials again The beleaguered networking gear maker says it won't be able to file earnings on the date it expected.,3
Family-values organizations call for boycott of 2 P amp;G products CINCINNATI - Two family-values organizations are calling for a boycott of two Procter  amp; Gamble Co. products because the organizations say P amp;G is tacitly supporting gay marriage.,2
"At last, the  #39;G #39; word: US finally recognizes Sudan crisis as &lt;b&gt;...&lt;/b&gt; For months, the United States and the rest of the world have danced maddeningly around the semantics of how to describe the situation in the Darfur region of Sudan, calling it everything from a  quot;humanitarian catastrophe quot; to  quot;crimes against humanity.",0
Grim Reminder for Bush as Iraq Savagery Continues Gunmen in Iraq kidnapped a Lebanese-American businessman today - the second US citizen seized this week in Baghdad -s the countrys almost daily routine of kidnapping and murder continued.,0
"Unctad report: FDI in Malaysia at US\$2.47bil last year FOREIGN direct investment (FDI) in Malaysia dropped to US\$2.47bil last year from US\$3.20bil in 2002, according to the United Nations Conference on Trade and Developments (Unctad) World Investment Report 2004.",2
"AT T: Reach Out and Pitch Someone The giant long-distance phone company is in an increasingly nasty feud with its competitors over fees paid on long-distance calls made with prepaid calling cards.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Cindy Skrzycki&lt;/b&gt;&lt;/font&gt;",3
"7 Palestinians Killed; CNN Producer Held (AP) AP - Israelis killed seven Palestinians in attacks Monday, including a Gaza airstrike that killed one militant and wounded a militia commander, who vowed revenge from his hospital bed.",0
"Virus writer gets security job Virus writer Sven Jaschan, who claimed responsibility for the Sasser and Netsky worms, has been given a job at an internet security company.",3
"Haas Lines Up Perfect Ending to Season Shooting a three-under-par 67 in windy conditions, Jay Haas, who will turn 51 next month, was locked in a first-place tie at the Tour Championship .",1
"Rowhani: Iran to suspend uranium enrichment only for as long as &lt;b&gt;...&lt;/b&gt; Tehran, Nov 30, IRNA -- Supreme National Security Council (SNSC) secretary Hassan Rowhani said on Tuesday that Tehran #39;s commitment to freeze its uranium enrichment activities would be good only for as long as it was engaged in talks with Europe.",0
"Vijay doesn #39;t care if you like him; he #39;s No. 1 now  #39; #39;You guys look so sad, #39; #39; he told reporters after winning the Deutsche Bank Championship on Sunday.  #39; #39;Man, come on, it #39;s not the end of the world.",1
"Microsoft #39;s Ballmer questions open source Microsoft CEO Steve Ballmer has again argued the case that open source is not necessarily cheaper, nor more secure than its proprietary counterpart.",3
Australian PM Announces Oct. 9 Election (AP) AP - Prime Minister John Howard on Sunday called a national election for Oct. 9 which is likely to serve as a referendum on Australia's troop deployment in Iraq.,0
"Linux speared by trio of security holes A series of security holes in three common Linux components has led open-source vendors to rush out several updates. Two of them, rated  quot;highly critical quot; by security company Secunia, are in libpng, a library ",3
Man Utd confirms bid approach Shares in Manchester United rally on Monday as the club confirms it has received a takeover approach.,2
"Digitizing the Bill of Rights Who says the Constitution doesn't apply to the Internet?  One of the most controversial provisions of the USA Patriot Act took a blow yesterday, courtesy of the ACLU and a federal judge in New York. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",3
"Lack of cash killed Beagle 2 If there had been as many people taking care of the Beagle 2 project as there have been reports into why the lander got lost, we #39;d have reams of data on the composition of the Martian soil flooding back from a perfectly functioning vehicle, right now.",3
"US Airways again files for bankruptcy protection In another sign of the troubles facing the nation #39;s biggest airlines, US Airways filed Sunday for Chapter 11 bankruptcy protection for the second time since 2002.",2
U.S. Warlanes Strike Sadr City in Baghdad The Thursday morning operation aimed at the large Shiite Muslim slum is part of an effort to dismantle the militia loyal to rebel cleric Moqtada Sadr.,0
"Celtics Expect Gary Payton to Report (AP) AP - Gary Payton's offseason was marked by a cross-country trade, a missed deadline for taking a physical and an arrest for investigation of driving under the influence. Now the people who run his new team, the Boston Celtics, are eager to see the point guard on a basketball court.",1
"Bears (3-5) at Titans (3-5) Players to watch  Titans #39; Derrick Mason is 2nd in NFL with 52 catches, 2 for TDs. Bears #39; Anthony Thomas has rushed for 208 yards in last 2 games.",1
"But bad loan disposals ahead of schedule TOKYO (CBS.MW) - Japan #39;s largest bank Mizuho Financial Group and third-largest bank Sumitomo Mitsui Financial Group said Monday their first-half net profit fell from a year earlier, but both achieved their goals of halving bad loan ratios ahead of schedule ",2
Spain must pay heavy price Spain #39;s sporting community must pay a heavy price for the sickening racist abuse aimed at England #39;s Ashley Cole and Shaun-Wright Phillips - a punishment so harsh it eradicates this shameful behaviour once and for all.,1
"Verizon, Qwest to Fight FCC Rate Freeze Verizon Communications Inc. and other parties have asked a federal court to throw out a set of temporary regulations banning giant regional phone companies from raising the wholesale rates they charge competitors for at least six months. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
"Aides Seeking Arafat Burial in West Bank As Yasir Arafat lay in a deep coma, Palestinian officials asked Israel for permission to bury him in Ramallah.",0
Kerry: Bush Not Being Straight About Iraq (AP) AP - Democratic Sen. John Kerry on Thursday accused President Bush of failing to tell the truth about the situation in Iraq as the country falls into more violence and chaos with each passing day.,0
"Media Companies Get US Supreme Court Hearing on File Sharing The motion picture and recording industries will get a US Supreme Court hearing in their bid to block the catastrophic, multibillion-dollar harm #39; #39; they say is caused by file-sharing software used to pirate movies and songs.",3
Hawaii's Chang Second on NCAA Pass List (AP) AP - Hawaii's Timmy Chang threw for 378 yards and three touchdowns and moved into second place on the NCAA's career passing yardage list as the Warriors defeated Tulsa 44-16 Saturday night.,1
"Two dozen Lebanese lawmakers say they will boycott presidential &lt;b&gt;...&lt;/b&gt; At least 28 lawmakers said they will not take part in talks on forming new government started by Lebanon #39;s president on Thursday, a day after the Cabinet of veteran Prime Minister Rafik Hariri resigned.",0
SEC May Lift Information Restrictions The Securities and Exchange Commission yesterday proposed changes to decades-old rules that would allow companies planning new stock offerings to share far more information with investors about the state of their businesses.,2
"AOL Cutting More Than 700, Most in Virginia America Online Inc. is preparing to fire more than 700 employees in early December -- mostly at the company #39;s Northern Virginia headquarters -- a cost-cutting move tied to the firm #39;s continuing ",2
"With Proof of Ancient Water on Mars, Researchers Consider Life's Chances (SPACE.com) SPACE.com - Researchers can now say definitively that Mars once \supported a watery environment, but whether the red planet could have ever \supported life is still far from certain.",3
Texas Instruments posts higher 3Q profits DALLAS -- Third quarter profits at Texas Instruments Inc. grew by \$116 million from a year ago due to rising demand for its chips used in high-end mobile phones and digital light processing systems for big-screen televisions.,2
"Cheney's Plane Avoids Collision (AP) AP - A military plane carrying Vice President Dick Cheney came within almost half a mile of a small private plane over Bridgeport, Conn., last month, forcing the pilot to take evasive action, the Federal Aviation Administration said Friday.",0
"Redden injury has Gretzky worried #39; Wayne Gretzky will nervously watch Canada #39;s game against Russia tomorrow night and, after seeing two defencemen go down in two games, is hoping he doesn #39;t lose another blueliner.",1
"Molik Beats Golovin in SEAT Open Quarters (AP) AP - Alicia Molik came back to beat French teen Tatiana Golovin 3-6, 6-4, 6-4 in the SEAT Open quarterfinals Friday, moving closer to winning her second WTA Tour title in two weeks.",1
"Bomb hoax halts flight NICOSIA - Israeli fighter jets mistakenly buzzed a Swiss aircraft close to Cyprus before intercepting a German airliner and forcing it to land on the island because of a bomb threat, officials said.",0
"Linksys, Verizon team on Net telephony Verizon will use Linksys phone adapters for its VoIP service, as the market for placing calls over the Net picks up momentum.",3
NetApp strengthens partnership with Oracle and VERITAS By edu h. lopez. Network Appliance (NetApp) has unveiled its strategy for the Philippine market as it strengthens its strategic partnership with Oracle and VERITAS.,3
"MessageLabs, Symantec team on antispam service Symantec technology will help MessageLabs offer better e-mail filtering, the companies say.",3
"Unlikely Visionary Behind Private Race to Space SpaceShipOne visionary Peter Diamandis wasn't thinking about history as he stood in the Mojave desert and watched a small, shuttlecock-shaped craft glide back to Earth having nudged the edge of space. He just thought it looked beautiful.",3
French PM hits out at hostage bid fiasco French prime minister Jean-Pierre Raffarin has denied allegations his government secretly endorsed a failed attempt by maverick congressional deputy Didier Julia to free two journalists held in Iraq.,0
Montreal stepfather charged with sexually assaulting 10-year-old girl (Canadian Press) Canadian Press - MONTREAL (CP) - A 37-year-old man was formally charged Friday with sexually assaulting his new wife's 10-year-old daughter.,0
"Rossi wins Portuguese MotoGP Estoril, Sep 06 - Valentino Rossi won the Portuguese Grand Prix at Estoril for the fourth year in a row on Sunday, extending his MotoGP World Championship lead over Sete Gibernau.",1
"Vizquel, Wickman File for Free Agency (AP) AP - Indians shortstop Omar Vizquel and closer Bob Wickman filed for free agency on Friday after the team declined to pick up  #36;5 million options on the two veterans earlier this month.",1
"CACI US Operations President to Retire CACI International Inc. on Thursday said US domestic operations president L. Kenneth Johnson will retire from the company effective Nov. 1, and backed its previous earnings guidance, saying it is on course to meet operating goals.",3
"Rival Targets Apple's ITunes Music Customers By ALEX VEIGA    LOS ANGELES (AP) -- For more than a year, Apple Computers Inc. enjoyed singular success selling songs exclusively to users of its iPod portable music player...",3
House Backs Bush on Mexican ID Cards (Reuters) Reuters - The U.S. House of Representatives on\Tuesday voted to support a Bush administration plan to allow\the use of Mexican identification cards to open U.S. bank\accounts.,0
"HIV warning for Asia drug users Not enough is being done to prevent the spread of HIV among Asian drug users, researchers say.",0
"Accuser in Montclair Rape Case Consented to Sex, Sources Say Prosecutors suddenly dropped charges against two Montclair High School football players charged with raping a schoolmate because they concluded that the sex was not forced or violent but ",1
Crewmen Ration and Lose Weight on Space Station The two crewmen aboard the International Space Station lost a few pounds in the five weeks they were forced to ration their dwindling supply of food.,3
"Hershey Buys Macadamia Nut Producer  SAN FRANCISCO (Reuters) - Hershey Foods Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HSY.N target=/stocks/quickinfo/fullquote""&gt;HSY.N&lt;/A&gt; on  Monday said it would acquire Mauna Loa Macadamia Nut Corp. from  a private investor group for \$112.4 million, plus debt, as the  chocolate maker looks to add products that appeal to  health-conscious consumers.",2
"Google Apple desktop search p2pnet.net News:-  quot;We intend to do it, quot; Google chief executive Eric Schmidt told a University of California-Los Angeles conference, recently.",3
"BT sells Eutelsat stake for 363m BT Group, the privatised former British telecoms monopoly, has sold its entire holding in the French satellite operator Eutelsat for 363m.",2
"Range of new missiles said to top 1,200 miles TEHRAN -- Iran said yesterday its missiles now have a range of more than 1,200 miles, a substantial extension of their previously declared range. The old version of Iran's Shahab-3 missile had a range of 810 miles, capable of reaching Israel and various US military bases in the Middle East. In August, Iran tested a new version of the Shahab-3, ...",0
Bye Provides Patriots Time to Study (AP) AP - The New England Patriots have an extra week to study their next opponent  #151; whoever that might be.,1
"Blackstone takes Prime Hospitality NEW YORK (CBS.MW) -- The Blackstone Group agreed to buy Prime Hospitality Corp., which owns Wellesley Inn and AmeriSuites hotels, for \$790 million, including the assumption of debt. ",2
"Stocks Gain; Techs Ahead But Volume Thin  NEW YORK (Reuters) - U.S. stocks rose on Friday, helped by  reassuring consumer confidence data and a bounce in technology  stocks, but volume was extremely thin before next week's  Republican convention in New York City.",2
"Soreness nagged him through camp It took 12 weeks for the Green Bay Packers to work out a deal with Tim Couch, six weeks to get him in uniform and five weeks to decide he wasn #39;t capable of playing in their offense.",1
"Telstra chief quits TELSTRA chief executive Ziggy Switkowski will step down in 2005, two years short of the end of his contract. The announcement was made by Telstra chairman Donald McGauchie and was backed by the board.",2
"No wonder it was over so quickly How much sweeter for the Nation to contemplate only the second sweep in postseason history by the Red Sox, the first since perhaps the most beloved Sox team in the last 30 years, the Sox of Pudge and Yaz and Looie and Lynn and Evans swept the A's in the 1975 American League Championship Series, than to ponder the implications ...",1
"IBM Hits New Low In Storage IBM is hitting an all-time low -- for itself, that is -- in the storage market with a new series of entry-level arrays. The new arrays, including its first iSCSI array and an entry-level Fibre Channel model ",3
"Iran rejects IAEA demand Tehran - Iranian officials said on Wednesday they will not cede to international demands for the Islamic republic to suspend its controversial uranium enrichment activities, saying they were ready for confrontation or negotiation.",0
"EU lifts Libya arms ban but presses Tripoli over medics LUXEMBOURG, Oct 11 (AFP) - The European Union agreed Monday to lift an 18-year-old arms embargo on Libya, welcoming the country #39;s renunciation of weapons of mass destruction and movement towards  quot;responsible government.",0
"Bush, Kerry Go Head to Head on Science Sept. 15, 2004 - The respected science journal Nature posed 15 questions to President George W. Bush and Democratic presidential nominee John Kerry on key science issues.",3
"Cyclones Upset Cavs Curtis Stinson's three-pointer with 18.6 seconds remaining lifts Iowa State over the No. 19 Cavaliers, 81-79, on Monday, despite 40 points from Devin Smith.",1
"Karzai Leads, 99 Pct of Afghan Votes to Be Counted  KABUL (Reuters) - With 99 percent of the votes still to be  counted in Afghanistan's presidential election, incumbent Hamid  Karzai has taken a lead many observers expect him to retain  right to the end of a marathon count.",0
"Zients Finds Sweet Spot Batting at the top of the Washington Baseball Club's order is Jeffrey Zients, who has emerged from virtual obscurity to be the guiding hand of the local investment group looking to buy the Expos.",2
"Woodgate to Face Stringent Medical Jonathan Woodgate #39;s medical with Real Madrid is by no means a formality, despite the confidence of Newcastle chairman Freddy Shepherd. ",1
SA #39;s Hall seeks to pin down win South Africa all-rounder Andrew Hall warned India they should be under no illusions that the tourists are fully focused on a positive result in Kanpur.,1
"Water for Tiger, cash on Shaq We read where Tiger Woods not only hasn #39;t broken up with Swedish bombshell Elin Nordegren but that he is ready to marry her any day now in Barbados.",1
" #39;Greedy #39; SA Rugby Bids to Host 2011 World Cup Event SA RUGBY, the controlling body of the sport in SA, has sent a letter of intent to the International Rugby Board (IRB) confirming its desire to host the 2011 Rugby World Cup.",1
FIFA Plans Show to Kick Off 2006 World Cup (AP) AP - The 2006 World Cup will break with tradition and begin with a separate show a day before the opening game.,1
"SEC Probing DaimlerChrylser  WASHINGTON (Reuters) - DaimlerChrysler AG &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DCX.N target=/stocks/quickinfo/fullquote""&gt;DCX.N&lt;/A&gt;  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DCXGn.DE target=/stocks/quickinfo/fullquote""&gt;DCXGn.DE&lt;/A&gt; said on Thursday the U.S. Securities and Exchange  Commission has opened a probe into the automaker's compliance  with the U.S. Foreign Corrupt Practices Act, which includes  anti-bribery provisions.",2
Oil just shy of \$US50 THE cost of oil soared to a record \$US49.64 a barrel today as unrest in Nigeria and Saudi Arabia alarmed traders. Oil futures jumped to their highest closing price on record on the New York Mercantile Exchange.,2
"DSL wars come down to a battle of the bundles DSL, cable providers offer new discounts--with a catch.",3
"Debian Rejects SenderID RWerp writes  quot;LWN.net reports that Debian, a Linux distribution known for its commitment to Free Software ideas, rejected Microsoft-patented SenderID technology, intended to combat spam.",3
"Intel Introduces New Itanium, but Microsoft Skips It (NewsFactor) NewsFactor - Intel has introduced a third-generation Itanium 2 into the market, but Microsoft (Nasdaq: MSFT) has noted that its Windows Server 2003 Compute Cluster Edition will not run on servers with the chip.",3
"China Plays Down Election Eve Barb Against Bush China sought to play down election eve criticism of President Bush by a leading architect of its foreign policy, saying Beijing had clarified the issue with Washington.",0
"Taking the Pulse of Planet Earth Scientists are planning to take the pulse of the planet -- and more -- in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be abundant.",3
"Who, Me? Stealthy? Peter Boneparth, the chief of Jones Apparel, agreed to buy Barneys for \$400 million. Analysts have questions about the deal.",2
"Milosevic attacks imposition of defence lawyers as  #39;legal fiction #39; THE former Yugoslav president Slobodan Milosevic blasted a decision to impose defence lawyers on him as  quot;legal fiction quot; yesterday, as his first witness began her testimony at his war crimes trial.",0
